x_error,y_error,heading_error,velocity,steering,parked
9.90000000000001,1.3499999999999996,0.0,1.0,0.0,False
9.800000000000011,1.3499999999999996,0.0,1.0,0.0,False
9.70000000000001,1.3499999999999996,0.0,1.0,0.0,False
9.600000000000012,1.3499999999999996,0.0,1.0,0.0,False
9.50000000000001,1.3499999999999996,0.0,1.0,0.0,False
9.400000000000013,1.3499999999999996,0.0,1.0,0.0,False
9.300000000000011,1.3499999999999996,0.0,1.0,0.0,False
9.200000000000014,1.3499999999999996,0.0,1.0,0.0,False
9.100000000000012,1.3499999999999996,0.0,1.0,0.0,False
9.000000000000014,1.3499999999999996,0.0,1.0,0.0,False
14.0,1.4499999999999993,0.0,1.0,0.0,False
13.9,1.4499999999999993,0.0,1.0,0.0,False
13.8,1.4499999999999993,0.0,1.0,0.0,False
13.7,1.4499999999999993,0.0,1.0,0.0,False
13.6,1.4499999999999993,0.0,1.0,0.0,False
13.5,1.4499999999999993,0.0,1.0,0.0,False
13.399999999999999,1.4499999999999993,0.0,1.0,0.0,False
13.299999999999999,1.4499999999999993,0.0,1.0,0.0,False
13.2,1.4499999999999993,0.0,1.0,0.0,False
13.1,1.4499999999999993,0.0,1.0,0.0,False
13.0,1.4499999999999993,0.0,1.0,0.0,False
12.899999999999999,1.4499999999999993,0.0,1.0,0.0,False
12.8,1.4499999999999993,0.0,1.0,0.0,False
12.7,1.4499999999999993,0.0,1.0,0.0,False
12.600000000000001,1.4499999999999993,0.0,1.0,0.0,False
12.5,1.4499999999999993,0.0,1.0,0.0,False
12.400000000000002,1.4499999999999993,0.0,1.0,0.0,False
12.3,1.4499999999999993,0.0,1.0,0.0,False
12.200000000000003,1.4499999999999993,0.0,1.0,0.0,False
12.100000000000001,1.4499999999999993,0.0,1.0,0.0,False
12.000000000000004,1.4499999999999993,0.0,1.0,0.0,False
11.900000000000002,1.4499999999999993,0.0,1.0,0.0,False
11.800000000000004,1.4499999999999993,0.0,1.0,0.0,False
11.700000000000003,1.4499999999999993,0.0,1.0,0.0,False
11.600000000000005,1.4499999999999993,0.0,1.0,0.0,False
11.500000000000004,1.4499999999999993,0.0,1.0,0.0,False
11.400000000000006,1.4499999999999993,0.0,1.0,0.0,False
11.300000000000004,1.4499999999999993,0.0,1.0,0.0,False
11.200000000000006,1.4499999999999993,0.0,1.0,0.0,False
11.100000000000005,1.4499999999999993,0.0,1.0,0.0,False
11.000000000000007,1.4499999999999993,0.0,1.0,0.0,False
10.900000000000006,1.4499999999999993,0.0,1.0,0.0,False
10.800000000000008,1.4499999999999993,0.0,1.0,0.0,False
10.700000000000006,1.4499999999999993,0.0,1.0,0.0,False
10.600000000000009,1.4499999999999993,0.0,1.0,0.0,False
10.500000000000007,1.4499999999999993,0.0,1.0,0.0,False
10.40000000000001,1.4499999999999993,0.0,1.0,0.0,False
10.300000000000008,1.4499999999999993,0.0,1.0,0.0,False
10.20000000000001,1.4499999999999993,0.0,1.0,0.0,False
10.100000000000009,1.4499999999999993,0.0,1.0,0.0,False
10.00000000000001,1.4499999999999993,0.0,1.0,0.0,False
9.90000000000001,1.4499999999999993,0.0,1.0,0.0,False
9.800000000000011,1.4499999999999993,0.0,1.0,0.0,False
9.70000000000001,1.4499999999999993,0.0,1.0,0.0,False
9.600000000000012,1.4499999999999993,0.0,1.0,0.0,False
9.50000000000001,1.4499999999999993,0.0,1.0,0.0,False
9.400000000000013,1.4499999999999993,0.0,1.0,0.0,False
9.300000000000011,1.4499999999999993,0.0,1.0,0.0,False
9.200000000000014,1.4499999999999993,0.0,1.0,0.0,False
9.100000000000012,1.4499999999999993,0.0,1.0,0.0,False
9.000000000000014,1.4499999999999993,0.0,1.0,0.0,False
14.0,1.549999999999999,0.0,1.0,0.0,False
13.9,1.549999999999999,0.0,1.0,0.0,False
13.8,1.549999999999999,0.0,1.0,0.0,False
13.7,1.549999999999999,0.0,1.0,0.0,False
13.6,1.549999999999999,0.0,1.0,0.0,False
13.5,1.549999999999999,0.0,1.0,0.0,False
13.399999999999999,1.549999999999999,0.0,1.0,0.0,False
13.299999999999999,1.549999999999999,0.0,1.0,0.0,False
13.2,1.549999999999999,0.0,1.0,0.0,False
13.1,1.549999999999999,0.0,1.0,0.0,False
13.0,1.549999999999999,0.0,1.0,0.0,False
12.899999999999999,1.549999999999999,0.0,1.0,0.0,False
12.8,1.549999999999999,0.0,1.0,0.0,False
12.7,1.549999999999999,0.0,1.0,0.0,False
12.600000000000001,1.549999999999999,0.0,1.0,0.0,False
12.5,1.549999999999999,0.0,1.0,0.0,False
12.400000000000002,1.549999999999999,0.0,1.0,0.0,False
12.3,1.549999999999999,0.0,1.0,0.0,False
12.200000000000003,1.549999999999999,0.0,1.0,0.0,False
12.100000000000001,1.549999999999999,0.0,1.0,0.0,False
12.000000000000004,1.549999999999999,0.0,1.0,0.0,False
11.900000000000002,1.549999999999999,0.0,1.0,0.0,False
11.800000000000004,1.549999999999999,0.0,1.0,0.0,False
11.700000000000003,1.549999999999999,0.0,1.0,0.0,False
11.600000000000005,1.549999999999999,0.0,1.0,0.0,False
11.500000000000004,1.549999999999999,0.0,1.0,0.0,False
11.400000000000006,1.549999999999999,0.0,1.0,0.0,False
11.300000000000004,1.549999999999999,0.0,1.0,0.0,False
11.200000000000006,1.549999999999999,0.0,1.0,0.0,False
11.100000000000005,1.549999999999999,0.0,1.0,0.0,False
11.000000000000007,1.549999999999999,0.0,1.0,0.0,False
10.900000000000006,1.549999999999999,0.0,1.0,0.0,False
10.800000000000008,1.549999999999999,0.0,1.0,0.0,False
10.700000000000006,1.549999999999999,0.0,1.0,0.0,False
10.600000000000009,1.549999999999999,0.0,1.0,0.0,False
10.500000000000007,1.549999999999999,0.0,1.0,0.0,False
10.40000000000001,1.549999999999999,0.0,1.0,0.0,False
10.300000000000008,1.549999999999999,0.0,1.0,0.0,False
10.20000000000001,1.549999999999999,0.0,1.0,0.0,False
10.100000000000009,1.549999999999999,0.0,1.0,0.0,False
10.00000000000001,1.549999999999999,0.0,1.0,0.0,False
9.90000000000001,1.549999999999999,0.0,1.0,0.0,False
9.800000000000011,1.549999999999999,0.0,1.0,0.0,False
9.70000000000001,1.549999999999999,0.0,1.0,0.0,False
9.600000000000012,1.549999999999999,0.0,1.0,0.0,False
9.50000000000001,1.549999999999999,0.0,1.0,0.0,False
9.400000000000013,1.549999999999999,0.0,1.0,0.0,False
9.300000000000011,1.549999999999999,0.0,1.0,0.0,False
9.200000000000014,1.549999999999999,0.0,1.0,0.0,False
9.100000000000012,1.549999999999999,0.0,1.0,0.0,False
9.000000000000014,1.549999999999999,0.0,1.0,0.0,False
14.0,1.6499999999999986,0.0,1.0,0.0,False
13.9,1.6499999999999986,0.0,1.0,0.0,False
13.8,1.6499999999999986,0.0,1.0,0.0,False
13.7,1.6499999999999986,0.0,1.0,0.0,False
13.6,1.6499999999999986,0.0,1.0,0.0,False
13.5,1.6499999999999986,0.0,1.0,0.0,False
13.399999999999999,1.6499999999999986,0.0,1.0,0.0,False
13.299999999999999,1.6499999999999986,0.0,1.0,0.0,False
13.2,1.6499999999999986,0.0,1.0,0.0,False
13.1,1.6499999999999986,0.0,1.0,0.0,False
13.0,1.6499999999999986,0.0,1.0,0.0,False
12.899999999999999,1.6499999999999986,0.0,1.0,0.0,False
12.8,1.6499999999999986,0.0,1.0,0.0,False
12.7,1.6499999999999986,0.0,1.0,0.0,False
12.600000000000001,1.6499999999999986,0.0,1.0,0.0,False
12.5,1.6499999999999986,0.0,1.0,0.0,False
12.400000000000002,1.6499999999999986,0.0,1.0,0.0,False
12.3,1.6499999999999986,0.0,1.0,0.0,False
12.200000000000003,1.6499999999999986,0.0,1.0,0.0,False
12.100000000000001,1.6499999999999986,0.0,1.0,0.0,False
12.000000000000004,1.6499999999999986,0.0,1.0,0.0,False
11.900000000000002,1.6499999999999986,0.0,1.0,0.0,False
11.800000000000004,1.6499999999999986,0.0,1.0,0.0,False
11.700000000000003,1.6499999999999986,0.0,1.0,0.0,False
11.600000000000005,1.6499999999999986,0.0,1.0,0.0,False
11.500000000000004,1.6499999999999986,0.0,1.0,0.0,False
11.400000000000006,1.6499999999999986,0.0,1.0,0.0,False
11.300000000000004,1.6499999999999986,0.0,1.0,0.0,False
11.200000000000006,1.6499999999999986,0.0,1.0,0.0,False
11.100000000000005,1.6499999999999986,0.0,1.0,0.0,False
11.000000000000007,1.6499999999999986,0.0,1.0,0.0,False
10.900000000000006,1.6499999999999986,0.0,1.0,0.0,False
10.800000000000008,1.6499999999999986,0.0,1.0,0.0,False
10.700000000000006,1.6499999999999986,0.0,1.0,0.0,False
10.600000000000009,1.6499999999999986,0.0,1.0,0.0,False
10.500000000000007,1.6499999999999986,0.0,1.0,0.0,False
10.40000000000001,1.6499999999999986,0.0,1.0,0.0,False
10.300000000000008,1.6499999999999986,0.0,1.0,0.0,False
10.20000000000001,1.6499999999999986,0.0,1.0,0.0,False
10.100000000000009,1.6499999999999986,0.0,1.0,0.0,False
10.00000000000001,1.6499999999999986,0.0,1.0,0.0,False
9.90000000000001,1.6499999999999986,0.0,1.0,0.0,False
9.800000000000011,1.6499999999999986,0.0,1.0,0.0,False
9.70000000000001,1.6499999999999986,0.0,1.0,0.0,False
9.600000000000012,1.6499999999999986,0.0,1.0,0.0,False
9.50000000000001,1.6499999999999986,0.0,1.0,0.0,False
9.400000000000013,1.6499999999999986,0.0,1.0,0.0,False
9.300000000000011,1.6499999999999986,0.0,1.0,0.0,False
9.200000000000014,1.6499999999999986,0.0,1.0,0.0,False
9.100000000000012,1.6499999999999986,0.0,1.0,0.0,False
9.000000000000014,1.6499999999999986,0.0,1.0,0.0,False
14.0,1.7499999999999982,0.0,1.0,0.0,False
13.9,1.7499999999999982,0.0,1.0,0.0,False
13.8,1.7499999999999982,0.0,1.0,0.0,False
13.7,1.7499999999999982,0.0,1.0,0.0,False
13.6,1.7499999999999982,0.0,1.0,0.0,False
13.5,1.7499999999999982,0.0,1.0,0.0,False
13.399999999999999,1.7499999999999982,0.0,1.0,0.0,False
13.299999999999999,1.7499999999999982,0.0,1.0,0.0,False
13.2,1.7499999999999982,0.0,1.0,0.0,False
13.1,1.7499999999999982,0.0,1.0,0.0,False
13.0,1.7499999999999982,0.0,1.0,0.0,False
12.899999999999999,1.7499999999999982,0.0,1.0,0.0,False
12.8,1.7499999999999982,0.0,1.0,0.0,False
12.7,1.7499999999999982,0.0,1.0,0.0,False
12.600000000000001,1.7499999999999982,0.0,1.0,0.0,False
12.5,1.7499999999999982,0.0,1.0,0.0,False
12.400000000000002,1.7499999999999982,0.0,1.0,0.0,False
12.3,1.7499999999999982,0.0,1.0,0.0,False
12.200000000000003,1.7499999999999982,0.0,1.0,0.0,False
12.100000000000001,1.7499999999999982,0.0,1.0,0.0,False
12.000000000000004,1.7499999999999982,0.0,1.0,0.0,False
11.900000000000002,1.7499999999999982,0.0,1.0,0.0,False
11.800000000000004,1.7499999999999982,0.0,1.0,0.0,False
11.700000000000003,1.7499999999999982,0.0,1.0,0.0,False
11.600000000000005,1.7499999999999982,0.0,1.0,0.0,False
11.500000000000004,1.7499999999999982,0.0,1.0,0.0,False
11.400000000000006,1.7499999999999982,0.0,1.0,0.0,False
11.300000000000004,1.7499999999999982,0.0,1.0,0.0,False
11.200000000000006,1.7499999999999982,0.0,1.0,0.0,False
11.100000000000005,1.7499999999999982,0.0,1.0,0.0,False
11.000000000000007,1.7499999999999982,0.0,1.0,0.0,False
10.900000000000006,1.7499999999999982,0.0,1.0,0.0,False
10.800000000000008,1.7499999999999982,0.0,1.0,0.0,False
10.700000000000006,1.7499999999999982,0.0,1.0,0.0,False
10.600000000000009,1.7499999999999982,0.0,1.0,0.0,False
10.500000000000007,1.7499999999999982,0.0,1.0,0.0,False
10.40000000000001,1.7499999999999982,0.0,1.0,0.0,False
10.300000000000008,1.7499999999999982,0.0,1.0,0.0,False
10.20000000000001,1.7499999999999982,0.0,1.0,0.0,False
10.100000000000009,1.7499999999999982,0.0,1.0,0.0,False
10.00000000000001,1.7499999999999982,0.0,1.0,0.0,False
9.90000000000001,1.7499999999999982,0.0,1.0,0.0,False
9.800000000000011,1.7499999999999982,0.0,1.0,0.0,False
9.70000000000001,1.7499999999999982,0.0,1.0,0.0,False
9.600000000000012,1.7499999999999982,0.0,1.0,0.0,False
9.50000000000001,1.7499999999999982,0.0,1.0,0.0,False
9.400000000000013,1.7499999999999982,0.0,1.0,0.0,False
9.300000000000011,1.7499999999999982,0.0,1.0,0.0,False
9.200000000000014,1.7499999999999982,0.0,1.0,0.0,False
9.100000000000012,1.7499999999999982,0.0,1.0,0.0,False
9.000000000000014,1.7499999999999982,0.0,1.0,0.0,False
14.0,1.8499999999999979,0.0,1.0,0.0,False
13.9,1.8499999999999979,0.0,1.0,0.0,False
13.8,1.8499999999999979,0.0,1.0,0.0,False
13.7,1.8499999999999979,0.0,1.0,0.0,False
13.6,1.8499999999999979,0.0,1.0,0.0,False
13.5,1.8499999999999979,0.0,1.0,0.0,False
13.399999999999999,1.8499999999999979,0.0,1.0,0.0,False
13.299999999999999,1.8499999999999979,0.0,1.0,0.0,False
13.2,1.8499999999999979,0.0,1.0,0.0,False
13.1,1.8499999999999979,0.0,1.0,0.0,False
13.0,1.8499999999999979,0.0,1.0,0.0,False
12.899999999999999,1.8499999999999979,0.0,1.0,0.0,False
12.8,1.8499999999999979,0.0,1.0,0.0,False
12.7,1.8499999999999979,0.0,1.0,0.0,False
12.600000000000001,1.8499999999999979,0.0,1.0,0.0,False
12.5,1.8499999999999979,0.0,1.0,0.0,False
12.400000000000002,1.8499999999999979,0.0,1.0,0.0,False
12.3,1.8499999999999979,0.0,1.0,0.0,False
12.200000000000003,1.8499999999999979,0.0,1.0,0.0,False
12.100000000000001,1.8499999999999979,0.0,1.0,0.0,False
12.000000000000004,1.8499999999999979,0.0,1.0,0.0,False
11.900000000000002,1.8499999999999979,0.0,1.0,0.0,False
11.800000000000004,1.8499999999999979,0.0,1.0,0.0,False
11.700000000000003,1.8499999999999979,0.0,1.0,0.0,False
11.600000000000005,1.8499999999999979,0.0,1.0,0.0,False
11.500000000000004,1.8499999999999979,0.0,1.0,0.0,False
11.400000000000006,1.8499999999999979,0.0,1.0,0.0,False
11.300000000000004,1.8499999999999979,0.0,1.0,0.0,False
11.200000000000006,1.8499999999999979,0.0,1.0,0.0,False
11.100000000000005,1.8499999999999979,0.0,1.0,0.0,False
11.000000000000007,1.8499999999999979,0.0,1.0,0.0,False
10.900000000000006,1.8499999999999979,0.0,1.0,0.0,False
10.800000000000008,1.8499999999999979,0.0,1.0,0.0,False
10.700000000000006,1.8499999999999979,0.0,1.0,0.0,False
10.600000000000009,1.8499999999999979,0.0,1.0,0.0,False
10.500000000000007,1.8499999999999979,0.0,1.0,0.0,False
10.40000000000001,1.8499999999999979,0.0,1.0,0.0,False
10.300000000000008,1.8499999999999979,0.0,1.0,0.0,False
10.20000000000001,1.8499999999999979,0.0,1.0,0.0,False
10.100000000000009,1.8499999999999979,0.0,1.0,0.0,False
10.00000000000001,1.8499999999999979,0.0,1.0,0.0,False
9.90000000000001,1.8499999999999979,0.0,1.0,0.0,False
9.800000000000011,1.8499999999999979,0.0,1.0,0.0,False
9.70000000000001,1.8499999999999979,0.0,1.0,0.0,False
9.600000000000012,1.8499999999999979,0.0,1.0,0.0,False
9.50000000000001,1.8499999999999979,0.0,1.0,0.0,False
9.400000000000013,1.8499999999999979,0.0,1.0,0.0,False
9.300000000000011,1.8499999999999979,0.0,1.0,0.0,False
9.200000000000014,1.8499999999999979,0.0,1.0,0.0,False
9.100000000000012,1.8499999999999979,0.0,1.0,0.0,False
9.000000000000014,1.8499999999999979,0.0,1.0,0.0,False
14.0,1.9499999999999975,0.0,1.0,0.0,False
13.9,1.9499999999999975,0.0,1.0,0.0,False
13.8,1.9499999999999975,0.0,1.0,0.0,False
13.7,1.9499999999999975,0.0,1.0,0.0,False
13.6,1.9499999999999975,0.0,1.0,0.0,False
13.5,1.9499999999999975,0.0,1.0,0.0,False
13.399999999999999,1.9499999999999975,0.0,1.0,0.0,False
13.299999999999999,1.9499999999999975,0.0,1.0,0.0,False
13.2,1.9499999999999975,0.0,1.0,0.0,False
13.1,1.9499999999999975,0.0,1.0,0.0,False
13.0,1.9499999999999975,0.0,1.0,0.0,False
12.899999999999999,1.9499999999999975,0.0,1.0,0.0,False
12.8,1.9499999999999975,0.0,1.0,0.0,False
12.7,1.9499999999999975,0.0,1.0,0.0,False
12.600000000000001,1.9499999999999975,0.0,1.0,0.0,False
12.5,1.9499999999999975,0.0,1.0,0.0,False
12.400000000000002,1.9499999999999975,0.0,1.0,0.0,False
12.3,1.9499999999999975,0.0,1.0,0.0,False
12.200000000000003,1.9499999999999975,0.0,1.0,0.0,False
12.100000000000001,1.9499999999999975,0.0,1.0,0.0,False
12.000000000000004,1.9499999999999975,0.0,1.0,0.0,False
11.900000000000002,1.9499999999999975,0.0,1.0,0.0,False
11.800000000000004,1.9499999999999975,0.0,1.0,0.0,False
11.700000000000003,1.9499999999999975,0.0,1.0,0.0,False
11.600000000000005,1.9499999999999975,0.0,1.0,0.0,False
11.500000000000004,1.9499999999999975,0.0,1.0,0.0,False
11.400000000000006,1.9499999999999975,0.0,1.0,0.0,False
11.300000000000004,1.9499999999999975,0.0,1.0,0.0,False
11.200000000000006,1.9499999999999975,0.0,1.0,0.0,False
11.100000000000005,1.9499999999999975,0.0,1.0,0.0,False
11.000000000000007,1.9499999999999975,0.0,1.0,0.0,False
10.900000000000006,1.9499999999999975,0.0,1.0,0.0,False
10.800000000000008,1.9499999999999975,0.0,1.0,0.0,False
10.700000000000006,1.9499999999999975,0.0,1.0,0.0,False
10.600000000000009,1.9499999999999975,0.0,1.0,0.0,False
10.500000000000007,1.9499999999999975,0.0,1.0,0.0,False
10.40000000000001,1.9499999999999975,0.0,1.0,0.0,False
10.300000000000008,1.9499999999999975,0.0,1.0,0.0,False
10.20000000000001,1.9499999999999975,0.0,1.0,0.0,False
10.100000000000009,1.9499999999999975,0.0,1.0,0.0,False
10.00000000000001,1.9499999999999975,0.0,1.0,0.0,False
9.90000000000001,1.9499999999999975,0.0,1.0,0.0,False
9.800000000000011,1.9499999999999975,0.0,1.0,0.0,False
9.70000000000001,1.9499999999999975,0.0,1.0,0.0,False
9.600000000000012,1.9499999999999975,0.0,1.0,0.0,False
9.50000000000001,1.9499999999999975,0.0,1.0,0.0,False
9.400000000000013,1.9499999999999975,0.0,1.0,0.0,False
9.300000000000011,1.9499999999999975,0.0,1.0,0.0,False
9.200000000000014,1.9499999999999975,0.0,1.0,0.0,False
9.100000000000012,1.9499999999999975,0.0,1.0,0.0,False
9.000000000000014,1.9499999999999975,0.0,1.0,0.0,False
14.0,2.049999999999997,0.0,1.0,0.0,False
13.9,2.049999999999997,0.0,1.0,0.0,False
13.8,2.049999999999997,0.0,1.0,0.0,False
13.7,2.049999999999997,0.0,1.0,0.0,False
13.6,2.049999999999997,0.0,1.0,0.0,False
13.5,2.049999999999997,0.0,1.0,0.0,False
13.399999999999999,2.049999999999997,0.0,1.0,0.0,False
13.299999999999999,2.049999999999997,0.0,1.0,0.0,False
13.2,2.049999999999997,0.0,1.0,0.0,False
13.1,2.049999999999997,0.0,1.0,0.0,False
13.0,2.049999999999997,0.0,1.0,0.0,False
12.899999999999999,2.049999999999997,0.0,1.0,0.0,False
12.8,2.049999999999997,0.0,1.0,0.0,False
12.7,2.049999999999997,0.0,1.0,0.0,False
12.600000000000001,2.049999999999997,0.0,1.0,0.0,False
12.5,2.049999999999997,0.0,1.0,0.0,False
12.400000000000002,2.049999999999997,0.0,1.0,0.0,False
12.3,2.049999999999997,0.0,1.0,0.0,False
12.200000000000003,2.049999999999997,0.0,1.0,0.0,False
12.100000000000001,2.049999999999997,0.0,1.0,0.0,False
12.000000000000004,2.049999999999997,0.0,1.0,0.0,False
11.900000000000002,2.049999999999997,0.0,1.0,0.0,False
11.800000000000004,2.049999999999997,0.0,1.0,0.0,False
11.700000000000003,2.049999999999997,0.0,1.0,0.0,False
11.600000000000005,2.049999999999997,0.0,1.0,0.0,False
11.500000000000004,2.049999999999997,0.0,1.0,0.0,False
11.400000000000006,2.049999999999997,0.0,1.0,0.0,False
11.300000000000004,2.049999999999997,0.0,1.0,0.0,False
11.200000000000006,2.049999999999997,0.0,1.0,0.0,False
11.100000000000005,2.049999999999997,0.0,1.0,0.0,False
11.000000000000007,2.049999999999997,0.0,1.0,0.0,False
10.900000000000006,2.049999999999997,0.0,1.0,0.0,False
10.800000000000008,2.049999999999997,0.0,1.0,0.0,False
10.700000000000006,2.049999999999997,0.0,1.0,0.0,False
10.600000000000009,2.049999999999997,0.0,1.0,0.0,False
10.500000000000007,2.049999999999997,0.0,1.0,0.0,False
10.40000000000001,2.049999999999997,0.0,1.0,0.0,False
10.300000000000008,2.049999999999997,0.0,1.0,0.0,False
10.20000000000001,2.049999999999997,0.0,1.0,0.0,False
10.100000000000009,2.049999999999997,0.0,1.0,0.0,False
10.00000000000001,2.049999999999997,0.0,1.0,0.0,False
9.90000000000001,2.049999999999997,0.0,1.0,0.0,False
9.800000000000011,2.049999999999997,0.0,1.0,0.0,False
9.70000000000001,2.049999999999997,0.0,1.0,0.0,False
9.600000000000012,2.049999999999997,0.0,1.0,0.0,False
9.50000000000001,2.049999999999997,0.0,1.0,0.0,False
9.400000000000013,2.049999999999997,0.0,1.0,0.0,False
9.300000000000011,2.049999999999997,0.0,1.0,0.0,False
9.200000000000014,2.049999999999997,0.0,1.0,0.0,False
9.100000000000012,2.049999999999997,0.0,1.0,0.0,False
9.000000000000014,2.049999999999997,0.0,1.0,0.0,False
14.0,2.149999999999997,0.0,1.0,0.0,False
13.9,2.149999999999997,0.0,1.0,0.0,False
13.8,2.149999999999997,0.0,1.0,0.0,False
13.7,2.149999999999997,0.0,1.0,0.0,False
13.6,2.149999999999997,0.0,1.0,0.0,False
13.5,2.149999999999997,0.0,1.0,0.0,False
13.399999999999999,2.149999999999997,0.0,1.0,0.0,False
13.299999999999999,2.149999999999997,0.0,1.0,0.0,False
13.2,2.149999999999997,0.0,1.0,0.0,False
13.1,2.149999999999997,0.0,1.0,0.0,False
13.0,2.149999999999997,0.0,1.0,0.0,False
12.899999999999999,2.149999999999997,0.0,1.0,0.0,False
12.8,2.149999999999997,0.0,1.0,0.0,False
12.7,2.149999999999997,0.0,1.0,0.0,False
12.600000000000001,2.149999999999997,0.0,1.0,0.0,False
12.5,2.149999999999997,0.0,1.0,0.0,False
12.400000000000002,2.149999999999997,0.0,1.0,0.0,False
12.3,2.149999999999997,0.0,1.0,0.0,False
12.200000000000003,2.149999999999997,0.0,1.0,0.0,False
12.100000000000001,2.149999999999997,0.0,1.0,0.0,False
